Size,Rooms,Floors,Owners,Age,Yard,Pool,GuestRoom,Price,NumPrice
28.79,52,15,6,0,Big,No,Yes,Low,0
81.936,68,92,1,10,Small,No,No,High,1
76.231,24,89,4,12,Big,Yes,Yes,High,1
66.391,55,94,10,7,Big,No,Yes,High,1
98.689,75,55,4,12,Big,Yes,No,High,1
99.985,20,77,5,18,Small,No,Yes,High,1
31.258,7,27,1,30,Small,No,Yes,Low,0
56.145,35,37,7,15,Big,Yes,No,High,1
58.218,14,46,6,17,Big,Yes,No,High,1
61.587,25,93,8,10,Big,No,Yes,High,1
89.756,47,36,6,3,Big,No,No,High,1
26.622,47,71,6,10,Big,No,No,Low,0
98.794,80,91,2,0,Small,No,No,High,1
64.393,8,51,1,31,Small,No,No,High,1
14.443,11,13,1,21,Big,Yes,Yes,Low,0
70.159,46,74,10,2,Small,Yes,No,High,1
41.392,20,61,9,30,Big,Yes,No,Low,0
12.82,41,16,8,3,Small,No,No,Low,0
53.161,42,4,6,28,Big,No,Yes,High,1
55.858,57,18,7,22,Small,Yes,Yes,High,1
92.539,55,74,10,20,Big,No,No,High,1
42.54,68,51,10,22,Big,Yes,No,Low,0
22.702,10,49,10,26,Small,No,No,Low,0
73.14,92,69,3,2,Big,Yes,Yes,High,1
65.653,74,86,1,19,Big,No,No,High,1
28.739,24,44,10,31,Small,No,Yes,Low,0
10.359,90,3,5,31,Big,Yes,Yes,Low,0
79.957,45,42,1,11,Big,Yes,Yes,High,1
13.194,75,16,9,1,Small,Yes,Yes,Low,0
17.019,85,79,5,13,Small,Yes,No,Low,0
14.029,72,12,5,11,Big,No,No,Low,0
54.646,10,98,4,4,Big,No,Yes,High,1
22.924,38,54,10,5,Small,No,Yes,Low,0
98.683,82,48,4,29,Small,Yes,Yes,High,1
83.245,91,2,6,19,Big,No,Yes,High,1
84.716,69,84,9,23,Small,Yes,No,High,1
15.195,14,38,9,8,Small,No,No,Low,0
61.115,48,56,10,30,Small,Yes,Yes,High,1
2.143,62,59,4,3,Small,No,No,Low,0
61.92,10,70,5,21,Small,Yes,Yes,High,1
35.523,78,84,10,12,Small,Yes,No,Low,0
86.806,78,96,9,20,Small,No,Yes,High,1
32.731,99,66,7,25,Small,Yes,Yes,Low,0
44.002,58,36,6,4,Big,No,Yes,Low,0
16.251,54,71,2,21,Big,No,Yes,Low,0
98.846,61,96,6,8,Small,Yes,No,High,1
40.943,76,32,10,11,Small,No,No,Low,0
56.102,64,93,1,17,Big,No,No,High,1
17.643,18,1,8,17,Small,No,No,Low,0
32.813,92,3,1,31,Big,Yes,No,Low,0
27.902,16,28,3,30,Big,No,No,Low,0
86.276,45,93,10,13,Big,No,Yes,High,1
64.533,32,5,7,11,Small,No,No,High,1
62.083,16,63,2,30,Big,No,No,High,1
23.841,71,25,7,11,Big,Yes,Yes,Low,0
16.348,12,4,10,13,Small,Yes,No,Low,0
81.319,73,98,7,1,Small,No,Yes,High,1
92.822,54,9,10,22,Big,No,No,High,1
30.144,93,94,3,2,Big,Yes,Yes,Low,0
49.033,16,38,1,3,Small,No,Yes,Low,0
91.166,100,8,6,26,Big,Yes,Yes,High,1
54.959,75,21,7,4,Big,Yes,No,High,1
64.851,13,88,7,23,Small,Yes,No,High,1
3.383,13,51,9,29,Small,Yes,No,Low,0
83.12,8,7,1,16,Small,No,No,High,1
30.566,10,20,9,17,Big,No,Yes,Low,0
16.249,71,77,3,12,Small,No,Yes,Low,0
45.885,30,78,10,10,Big,Yes,No,Low,0
54.272,65,39,2,9,Small,Yes,Yes,High,1
52.915,63,97,9,25,Big,No,No,High,1
34.035,90,91,5,20,Small,No,No,Low,0
92.037,100,66,3,28,Big,Yes,Yes,High,1
22.875,86,95,7,27,Big,No,No,Low,0
22.255,70,65,3,19,Big,Yes,Yes,Low,0
26.508,7,82,1,30,Big,Yes,Yes,Low,0
89.204,69,19,1,27,Small,No,No,High,1
98.799,55,42,5,1,Big,No,No,High,1
56.223,1,73,4,28,Big,No,No,High,1
0.873,11,51,5,16,Small,No,Yes,Low,0
62.805,89,67,7,22,Small,Yes,Yes,High,1
94.188,43,43,7,11,Small,Yes,Yes,High,1
93.232,60,86,2,16,Big,Yes,Yes,High,1
57.841,25,40,2,11,Big,No,Yes,High,1
3.343,76,65,6,17,Big,No,Yes,Low,0
86.383,86,23,7,1,Big,Yes,Yes,High,1
40.439,54,20,4,30,Small,No,Yes,Low,0
36.654,43,31,3,29,Small,Yes,Yes,Low,0
28.911,58,55,8,30,Big,Yes,Yes,Low,0
47.353,22,15,8,10,Big,Yes,No,Low,0
54.226,21,36,5,22,Small,No,No,High,1
42.105,72,5,7,6,Small,No,Yes,Low,0
70.367,63,19,1,6,Big,No,Yes,High,1
64.932,38,42,9,5,Small,No,Yes,High,1
24.415,18,79,6,19,Big,Yes,Yes,Low,0
34.669,61,39,5,21,Small,Yes,Yes,Low,0
29.528,60,16,4,5,Small,No,No,Low,0
30.631,13,60,2,11,Small,Yes,No,Low,0
71.474,84,35,8,3,Big,No,No,High,1
46.666,81,38,10,10,Small,No,No,Low,0
59.018,35,49,1,0,Big,No,Yes,High,1
63.163,93,36,6,13,Small,Yes,Yes,High,1
11.26,75,67,9,13,Small,No,No,Low,0
53.449,7,33,7,7,Big,Yes,No,High,1
34.777,22,48,1,11,Big,Yes,No,Low,0
92.241,40,63,3,12,Big,Yes,Yes,High,1
88.82,91,6,10,4,Big,Yes,No,High,1
46.976,97,91,1,15,Big,No,No,Low,0
36.256,48,98,1,18,Small,Yes,Yes,Low,0
19.04,86,25,8,19,Big,Yes,No,Low,0
71.523,87,42,5,19,Small,Yes,No,High,1
54.822,84,12,9,5,Small,Yes,No,High,1
12.198,30,49,8,29,Small,Yes,Yes,Low,0
52.254,56,91,2,16,Small,No,Yes,High,1
41.867,61,65,7,7,Big,Yes,No,Low,0
13.378,59,9,1,20,Big,No,Yes,Low,0
61.039,89,89,8,1,Small,Yes,No,High,1
52.141,65,40,1,22,Small,Yes,Yes,High,1
59.649,55,9,4,21,Small,Yes,No,High,1
68.726,93,44,5,17,Big,Yes,Yes,High,1
79.065,8,40,8,13,Small,Yes,No,High,1
59.704,32,84,8,12,Small,No,Yes,High,1
65.883,13,66,1,3,Small,Yes,No,High,1
40.469,96,8,4,24,Big,No,No,Low,0
28.373,73,83,2,28,Small,No,No,Low,0
75.593,62,88,10,8,Big,Yes,No,High,1
19.812,24,47,3,23,Small,No,No,Low,0
42.791,21,38,5,13,Small,No,No,Low,0
68.143,87,14,8,3,Small,No,No,High,1
61.527,63,49,6,14,Small,No,Yes,High,1
55.327,22,59,2,28,Big,No,Yes,High,1
5.456,62,97,2,9,Big,Yes,Yes,Low,0
36.119,39,46,4,2,Big,No,Yes,Low,0
85.272,89,34,9,16,Big,No,Yes,High,1
15.928,29,81,2,4,Big,Yes,No,Low,0
90.722,46,30,7,22,Big,No,Yes,High,1
61.869,96,3,2,8,Small,No,Yes,High,1
1.702,55,17,7,3,Big,No,Yes,Low,0
86.153,7,54,9,1,Big,Yes,Yes,High,1
25.124,97,25,9,7,Small,Yes,Yes,Low,0
52.974,73,24,2,17,Big,Yes,No,High,1
3.963,40,61,1,12,Big,Yes,No,Low,0
18.101,6,97,4,29,Big,Yes,Yes,Low,0
40.31,75,52,8,15,Big,Yes,Yes,Low,0
71.714,82,53,1,15,Small,No,No,High,1
79.77,98,57,4,24,Small,No,No,High,1
54.172,74,16,8,22,Small,No,No,High,1
59.615,17,8,7,31,Big,No,No,High,1
55.62,90,90,6,19,Big,Yes,Yes,High,1
71.164,54,38,2,2,Big,No,Yes,High,1
18.738,17,51,3,18,Big,No,No,Low,0
25.643,6,34,8,0,Big,Yes,Yes,Low,0
63.04,69,97,7,1,Big,Yes,No,High,1
88.291,41,16,1,24,Small,Yes,Yes,High,1
52.668,7,76,2,25,Big,Yes,Yes,High,1
85.154,10,33,6,27,Big,No,Yes,High,1
44.633,100,69,10,11,Big,No,No,Low,0
24.743,50,88,1,25,Big,Yes,No,Low,0
34.075,70,28,2,26,Big,Yes,Yes,Low,0
89.687,24,29,6,21,Small,Yes,Yes,High,1
16.718,43,86,1,11,Small,Yes,Yes,Low,0
44.206,41,53,2,22,Big,Yes,Yes,Low,0
97.55,58,70,5,25,Big,Yes,No,High,1
9.642,33,59,10,0,Big,No,No,Low,0
45.587,15,41,6,11,Big,No,No,Low,0
10.32,59,5,9,1,Small,No,Yes,Low,0
39.309,80,32,3,20,Big,Yes,No,Low,0
13.037,49,66,4,26,Big,Yes,Yes,Low,0
25.508,22,48,1,27,Small,Yes,No,Low,0
31.149,95,81,10,19,Big,No,No,Low,0
45.426,64,9,7,27,Small,No,Yes,Low,0
32.593,40,94,9,15,Big,No,No,Low,0
81.07,85,93,7,22,Big,No,No,High,1
19.793,6,4,7,9,Small,No,Yes,Low,0
68.847,70,30,6,2,Small,No,Yes,High,1
4.821,100,49,8,0,Big,Yes,Yes,Low,0
32.06,25,97,9,4,Small,Yes,Yes,Low,0
6.281,33,10,1,25,Big,Yes,No,Low,0
0.153,71,88,1,19,Small,Yes,Yes,Low,0
31.343,72,40,7,3,Big,Yes,Yes,Low,0
13.603,61,66,6,7,Big,Yes,No,Low,0
14.099,88,4,4,2,Big,Yes,No,Low,0
39.166,68,86,5,13,Small,Yes,No,Low,0
68.76,86,90,5,12,Small,Yes,No,High,1
6.518,10,72,7,13,Small,No,No,Low,0
92.242,26,39,7,12,Big,Yes,Yes,High,1
92.541,5,31,3,29,Small,No,No,High,1
16.444,29,2,1,26,Small,Yes,Yes,Low,0
14.993,24,80,6,1,Small,No,Yes,Low,0
96.469,21,13,9,27,Big,No,No,High,1
91.25,88,73,3,24,Small,No,Yes,High,1
61.311,30,4,8,13,Big,Yes,Yes,High,1
36.095,34,32,4,26,Big,Yes,Yes,Low,0
46.413,38,18,4,19,Big,Yes,No,Low,0
74.172,55,67,2,17,Big,No,Yes,High,1
14.829,91,67,6,19,Small,Yes,Yes,Low,0
20.082,97,92,3,9,Small,No,No,Low,0
31.616,59,35,7,13,Small,Yes,Yes,Low,0
91.207,63,26,7,17,Big,No,Yes,High,1
69.696,34,13,1,19,Small,Yes,No,High,1
68.565,89,21,2,25,Small,Yes,Yes,High,1
16.733,20,4,10,2,Small,No,Yes,Low,0
46.317,95,73,3,6,Small,Yes,Yes,Low,0
32.282,85,9,7,13,Big,No,Yes,Low,0
95.18,5,90,2,12,Big,Yes,No,High,1
27.036,14,75,7,1,Big,Yes,Yes,Low,0
29.637,21,80,9,23,Big,No,No,Low,0
5.017,48,49,5,28,Small,No,No,Low,0
52.337,42,70,2,22,Big,No,Yes,High,1
77.197,69,54,5,24,Big,No,Yes,High,1
16.839,44,75,5,24,Big,No,Yes,Low,0
36.836,79,61,5,12,Big,No,Yes,Low,0
38.674,79,97,3,6,Big,Yes,No,Low,0
39.298,78,40,3,13,Small,Yes,No,Low,0
9.115,24,8,6,24,Small,Yes,Yes,Low,0
81.299,73,80,1,21,Big,No,Yes,High,1
47.063,10,6,8,2,Big,Yes,Yes,Low,0
96.237,80,32,4,6,Big,Yes,No,High,1
71.601,42,65,8,31,Small,Yes,Yes,High,1
9.803,47,92,7,3,Big,Yes,Yes,Low,0
4.28,98,41,4,3,Big,Yes,Yes,Low,0
31.372,70,71,6,21,Small,Yes,No,Low,0
27.008,9,96,4,8,Small,Yes,No,Low,0
41.971,22,37,7,13,Small,No,No,Low,0
4.099,27,84,3,21,Small,No,No,Low,0
80.062,78,90,4,10,Small,No,No,High,1
29.273,36,46,1,21,Small,No,Yes,Low,0
26.269,64,30,9,30,Big,Yes,No,Low,0
24.309,23,28,1,8,Small,Yes,No,Low,0
73.332,42,49,8,21,Small,Yes,No,High,1
1.066,5,46,9,4,Big,Yes,Yes,Low,0
87.4,60,34,9,23,Small,No,Yes,High,1
87.557,10,41,9,6,Big,Yes,Yes,High,1
91.123,89,47,5,13,Small,No,No,High,1
38.969,31,48,4,2,Big,Yes,Yes,Low,0
62.615,23,32,3,18,Big,Yes,No,High,1
21.297,71,14,3,26,Big,Yes,Yes,Low,0
62.027,21,62,10,8,Big,Yes,No,High,1
14.261,66,8,3,18,Big,Yes,No,Low,0
75.853,17,63,6,17,Big,No,Yes,High,1
9.868,89,53,1,18,Small,No,Yes,Low,0
89.887,57,91,10,0,Small,No,Yes,High,1
17.797,13,82,10,29,Small,Yes,No,Low,0
91.482,86,32,2,18,Big,No,No,High,1
56.073,11,10,10,10,Small,No,Yes,High,1
79.583,26,26,9,11,Big,Yes,No,High,1
44.219,15,82,5,30,Big,Yes,No,Low,0
30.645,87,28,9,10,Small,Yes,Yes,Low,0
36.187,7,66,3,21,Small,No,No,Low,0
73.838,68,63,9,12,Big,Yes,Yes,High,1
42.01,70,90,3,4,Small,Yes,No,Low,0
78.204,16,46,8,9,Small,No,Yes,High,1
68.985,99,29,1,19,Small,No,Yes,High,1
51.827,90,59,7,14,Big,No,Yes,High,1
50.013,60,82,3,11,Big,Yes,Yes,High,1
19.336,9,70,6,25,Small,No,No,Low,0
20.852,100,11,2,28,Big,Yes,Yes,Low,0
80.206,28,42,4,7,Small,Yes,Yes,High,1
11.877,86,9,3,2,Small,Yes,No,Low,0
63.953,67,25,7,17,Small,Yes,Yes,High,1
75.461,16,77,3,30,Big,Yes,Yes,High,1
0.38,4,62,5,19,Big,Yes,No,Low,0
79.337,83,70,9,5,Small,No,No,High,1
16.951,20,60,10,20,Small,No,No,Low,0
5.826,13,80,8,18,Small,Yes,No,Low,0
49.82,15,38,9,25,Small,Yes,No,Low,0
91.29,22,61,2,4,Big,No,No,High,1
33.028,62,4,2,5,Small,Yes,No,Low,0
10.437,56,23,10,22,Small,Yes,Yes,Low,0
65.118,46,34,1,20,Big,Yes,Yes,High,1
15.815,13,2,1,2,Big,Yes,No,Low,0
62.766,25,23,5,8,Big,Yes,Yes,High,1
58.069,91,55,7,17,Big,Yes,No,High,1
7.001,85,70,8,11,Small,Yes,Yes,Low,0
17.012,2,6,4,22,Small,No,No,Low,0
52.259,16,72,6,18,Small,Yes,No,High,1
53.852,89,71,1,25,Small,Yes,No,High,1
8.687,88,64,6,28,Small,Yes,Yes,Low,0
44.718,63,67,2,13,Small,No,Yes,Low,0
19.52,40,64,7,3,Small,Yes,No,Low,0
77.98,24,60,5,18,Big,Yes,Yes,High,1
87.59,42,29,2,0,Big,No,Yes,High,1
48.831,69,29,9,6,Small,Yes,No,Low,0
47.691,77,48,8,6,Big,No,No,Low,0
21.919,54,3,4,18,Big,No,Yes,Low,0
9.78,95,36,7,29,Small,Yes,No,Low,0
41.573,78,36,8,5,Big,Yes,No,Low,0
94.351,92,25,5,5,Big,Yes,No,High,1
84.34,37,28,8,14,Big,No,Yes,High,1
90.633,92,81,1,15,Big,Yes,No,High,1
99.278,79,84,8,5,Big,No,No,High,1
19.298,73,4,4,5,Small,No,No,Low,0
4.921,12,6,1,13,Small,Yes,No,Low,0
83.275,77,54,5,22,Big,No,Yes,High,1
88.274,45,41,10,0,Small,Yes,Yes,High,1
88.079,30,9,6,4,Small,Yes,Yes,High,1
14.436,15,6,2,19,Small,No,Yes,Low,0
42.421,69,24,8,0,Big,No,Yes,Low,0
48.27,60,85,10,11,Big,Yes,No,Low,0
33.296,74,88,7,23,Big,No,No,Low,0
33.622,77,73,5,7,Small,Yes,No,Low,0
81.019,81,84,10,20,Small,Yes,No,High,1
76.903,36,29,10,25,Big,Yes,Yes,High,1
72.871,100,85,6,13,Big,Yes,No,High,1
76.712,48,10,2,20,Small,Yes,Yes,High,1
59.564,62,17,3,21,Big,Yes,Yes,High,1
10.919,47,93,8,27,Big,Yes,No,Low,0
49.104,3,39,5,27,Small,No,No,Low,0
63.792,73,39,3,21,Small,No,No,High,1
52.801,60,25,6,22,Big,No,No,High,1
63.315,45,24,9,11,Small,No,No,High,1
94.867,65,53,9,22,Small,Yes,Yes,High,1
48.344,34,20,10,17,Small,No,Yes,Low,0
19.463,41,98,4,15,Small,Yes,Yes,Low,0
34.946,56,44,10,27,Small,Yes,Yes,Low,0
86.571,73,23,1,14,Small,No,Yes,High,1
73.769,84,27,7,27,Big,No,Yes,High,1
53.565,14,47,3,31,Big,No,Yes,High,1
71.373,84,12,3,0,Big,No,Yes,High,1
1.448,85,99,7,1,Small,No,No,Low,0
21.413,58,74,6,28,Big,No,No,Low,0
57.314,63,60,7,10,Small,No,Yes,High,1
81.951,43,34,9,12,Big,No,Yes,High,1
10.737,4,59,1,25,Big,Yes,Yes,Low,0
49.609,95,34,2,17,Big,No,No,Low,0
62.964,16,13,10,31,Small,No,Yes,High,1
85.645,49,1,3,23,Big,No,Yes,High,1
54.812,88,27,7,31,Small,No,No,High,1
50.219,96,54,6,18,Big,No,Yes,High,1
28.543,26,29,7,31,Big,No,Yes,Low,0
34.477,46,24,10,26,Big,No,No,Low,0
24.097,42,31,1,30,Small,Yes,Yes,Low,0
56.778,85,67,6,16,Small,No,Yes,High,1
96.767,62,66,4,24,Small,No,No,High,1
64.718,54,4,6,18,Small,Yes,Yes,High,1
86.929,100,11,4,18,Big,No,No,High,1
85.871,62,94,4,4,Small,No,No,High,1
26.907,65,43,3,18,Big,Yes,No,Low,0
54.717,52,3,6,2,Big,Yes,Yes,High,1
0.533,76,55,8,0,Big,Yes,Yes,Low,0
78.806,85,38,6,20,Big,No,Yes,High,1
78.851,24,53,9,23,Small,Yes,No,High,1
26.77,8,69,8,5,Big,Yes,No,Low,0
25.269,88,92,7,2,Small,No,Yes,Low,0
84.226,55,2,1,25,Small,No,Yes,High,1
90.703,80,88,3,7,Big,Yes,Yes,High,1
93.313,100,66,10,3,Big,No,Yes,High,1
32.497,56,20,7,3,Small,Yes,No,Low,0
96.598,95,33,4,14,Small,No,Yes,High,1
40.736,55,46,5,27,Big,Yes,Yes,Low,0
17.857,15,24,3,24,Big,No,Yes,Low,0
43.432,44,34,4,11,Small,Yes,No,Low,0
10.031,44,2,10,17,Big,No,No,Low,0
92.696,49,38,2,0,Big,No,No,High,1
81.967,13,86,4,18,Big,No,No,High,1
14.745,68,64,3,8,Big,No,Yes,Low,0
3.951,21,66,5,19,Big,Yes,No,Low,0
13.574,88,27,9,15,Big,Yes,Yes,Low,0
16.416,75,98,3,9,Small,No,Yes,Low,0
58.836,74,2,7,4,Big,Yes,No,High,1
20.714,61,83,5,28,Big,Yes,Yes,Low,0
42.969,41,65,10,7,Small,No,No,Low,0
87.353,5,47,3,30,Big,Yes,Yes,High,1
13.814,46,97,2,14,Big,No,No,Low,0
20.466,54,17,8,29,Small,Yes,No,Low,0
91.435,61,92,10,2,Big,No,Yes,High,1
70.544,4,11,6,19,Small,No,No,High,1
74.5,68,54,9,4,Small,No,No,High,1
99.516,73,43,7,9,Big,No,No,High,1
0.163,35,83,6,26,Small,No,Yes,Low,0
84.466,92,73,10,10,Big,Yes,Yes,High,1
97.691,17,79,6,30,Big,No,Yes,High,1
31.076,16,22,5,3,Big,No,No,Low,0
83.934,54,31,3,20,Big,Yes,No,High,1
8.976,38,48,4,14,Small,No,Yes,Low,0
55.413,32,64,5,3,Big,Yes,Yes,High,1
35.75,84,99,4,30,Big,Yes,Yes,Low,0
43.876,42,43,7,28,Small,No,No,Low,0
22.334,5,49,9,4,Small,Yes,Yes,Low,0
98.9,2,65,8,14,Big,No,Yes,High,1
79.718,53,89,7,23,Small,No,Yes,High,1
94.036,18,19,9,20,Small,No,Yes,High,1
58.451,45,22,1,28,Big,No,Yes,High,1
91.952,19,80,9,6,Big,Yes,No,High,1
10.38,20,40,5,10,Big,Yes,Yes,Low,0
21.751,71,82,8,26,Small,No,Yes,Low,0
65.822,14,59,7,15,Small,No,No,High,1
72.509,45,98,9,6,Big,Yes,No,High,1
70.197,56,52,6,21,Small,Yes,Yes,High,1
51.521,13,3,2,22,Small,No,Yes,High,1
34.137,50,64,8,4,Big,No,Yes,Low,0
73.082,54,18,9,14,Big,Yes,Yes,High,1
81.411,23,74,1,23,Small,Yes,Yes,High,1
82.086,84,87,8,22,Small,Yes,No,High,1
92.462,52,46,6,2,Big,Yes,No,High,1
16.003,28,32,3,26,Big,No,No,Low,0
15.517,54,27,9,20,Small,No,No,Low,0
77.324,66,96,1,21,Small,Yes,Yes,High,1
77.591,36,79,7,19,Big,No,No,High,1
65.583,76,59,8,20,Small,No,No,High,1
61.35,4,92,2,26,Big,No,Yes,High,1
88.926,38,23,5,9,Small,No,Yes,High,1
71.436,8,26,8,27,Big,Yes,Yes,High,1
21.293,25,24,1,14,Small,No,No,Low,0
21.247,81,43,5,17,Big,Yes,No,Low,0
39.626,79,95,10,5,Big,Yes,Yes,Low,0
0.465,54,71,2,22,Big,No,Yes,Low,0
88.81,90,11,1,28,Big,No,No,High,1
41.965,17,16,4,12,Big,Yes,No,Low,0
37.56,49,28,5,6,Small,Yes,Yes,Low,0
13.56,1,17,3,20,Big,No,No,Low,0
64.26,38,29,5,3,Small,No,Yes,High,1
10.821,73,17,2,23,Small,Yes,No,Low,0
11.006,48,87,2,6,Big,Yes,Yes,Low,0
61.235,83,36,3,31,Small,Yes,No,High,1
46.211,47,77,5,18,Big,No,Yes,Low,0
72.297,40,98,10,20,Small,No,Yes,High,1
79.929,83,61,3,20,Small,No,Yes,High,1
36.429,8,29,7,2,Small,Yes,No,Low,0
6.036,86,46,2,6,Big,No,No,Low,0
11.66,45,25,4,2,Small,Yes,No,Low,0
65.919,40,82,4,8,Big,No,Yes,High,1
41.44,98,77,5,31,Big,Yes,No,Low,0
33.507,85,87,2,8,Small,Yes,No,Low,0
30.356,40,85,1,29,Small,No,No,Low,0
51.781,69,46,10,30,Big,Yes,No,High,1
78.958,30,82,2,27,Small,No,Yes,High,1
24.021,4,4,7,24,Big,No,No,Low,0
15.656,41,87,6,23,Small,No,Yes,Low,0
59.52,52,40,5,14,Small,Yes,No,High,1
64.693,12,10,3,20,Big,No,No,High,1
94.388,7,81,8,25,Big,No,No,High,1
96.526,36,34,2,1,Big,Yes,Yes,High,1
92.032,81,5,1,9,Big,Yes,Yes,High,1
26.669,69,82,5,12,Small,Yes,No,Low,0
12.079,66,70,8,1,Big,Yes,No,Low,0
39.11,18,34,2,3,Small,Yes,No,Low,0
27.69,26,31,9,31,Small,No,Yes,Low,0
93.184,78,43,5,29,Small,No,Yes,High,1
95.546,26,65,2,16,Big,Yes,Yes,High,1
62.601,99,53,10,31,Small,No,Yes,High,1
27.538,94,82,4,2,Big,No,No,Low,0
47.839,86,53,7,28,Big,No,Yes,Low,0
93.281,93,20,3,24,Big,Yes,Yes,High,1
26.348,37,89,2,31,Small,Yes,No,Low,0
42.36,13,59,6,29,Small,No,Yes,Low,0
88.975,15,37,4,28,Small,Yes,Yes,High,1
53.501,80,68,9,28,Small,No,No,High,1
83.639,3,49,10,15,Big,Yes,Yes,High,1
4.78,10,93,9,28,Big,No,Yes,Low,0
82.102,34,13,9,15,Big,No,No,High,1
7.939,76,56,4,10,Big,Yes,Yes,Low,0
49.806,15,6,7,0,Big,No,No,Low,0
17.618,9,36,6,29,Big,Yes,No,Low,0
44.584,84,90,9,29,Big,No,Yes,Low,0
42.936,74,51,10,5,Big,Yes,Yes,Low,0
86.387,71,34,3,23,Big,No,No,High,1
6.078,67,22,6,17,Small,Yes,No,Low,0
48.691,44,27,3,30,Big,No,No,Low,0
37.163,4,22,5,7,Small,No,Yes,Low,0
84.696,69,25,4,30,Small,Yes,Yes,High,1
30.862,32,12,2,20,Big,Yes,No,Low,0
87.683,53,57,3,28,Small,Yes,No,High,1
45.049,30,80,10,21,Big,Yes,Yes,Low,0
77.936,43,54,6,20,Big,No,No,High,1
1.77,61,15,5,6,Big,Yes,No,Low,0
2.622,98,84,9,3,Small,Yes,No,Low,0
71.025,99,23,4,11,Small,No,Yes,High,1
49.031,87,62,2,5,Big,Yes,No,Low,0
64.027,94,34,8,0,Small,Yes,No,High,1
92.787,82,29,4,31,Big,Yes,Yes,High,1
32.616,60,37,1,18,Small,Yes,No,Low,0
82.907,81,14,6,11,Big,Yes,No,High,1
32.623,35,14,6,18,Small,Yes,No,Low,0
47.184,40,54,8,10,Big,Yes,No,Low,0
18.109,31,26,3,21,Big,Yes,Yes,Low,0
40.231,84,41,5,22,Small,Yes,No,Low,0
14.243,85,90,8,5,Small,Yes,Yes,Low,0
17.325,5,37,7,24,Big,No,Yes,Low,0
5.892,32,83,6,6,Big,Yes,No,Low,0
17.238,35,25,4,4,Big,No,Yes,Low,0
30.63,62,65,5,25,Small,Yes,No,Low,0
73.686,10,93,10,8,Big,Yes,No,High,1
82.95,100,46,10,27,Big,Yes,No,High,1
17.389,98,30,1,13,Big,No,No,Low,0
62.039,56,41,7,15,Small,No,No,High,1
37.845,93,53,5,17,Big,Yes,No,Low,0
94.129,29,81,1,23,Small,No,Yes,High,1
36.649,92,42,3,5,Big,Yes,Yes,Low,0
71.332,68,62,2,26,Big,No,No,High,1
27.444,22,46,2,11,Big,Yes,Yes,Low,0
81.571,90,18,9,28,Big,No,Yes,High,1
52.552,83,55,7,15,Small,Yes,Yes,High,1
8.731,90,24,10,6,Big,Yes,Yes,Low,0
23.79,55,70,9,24,Big,Yes,Yes,Low,0
12.492,46,58,1,24,Big,Yes,No,Low,0
89.708,27,72,10,8,Big,No,Yes,High,1
96.246,62,37,3,12,Big,No,No,High,1
75.549,77,70,7,16,Small,No,No,High,1
34.826,55,2,2,10,Big,No,No,Low,0
12.881,12,68,5,15,Big,No,Yes,Low,0
93.568,51,31,5,4,Big,No,No,High,1
71.673,98,28,5,9,Small,Yes,Yes,High,1
54.669,58,85,4,9,Small,No,Yes,High,1
21.086,3,58,2,15,Big,Yes,Yes,Low,0
35.259,69,45,9,8,Small,No,Yes,Low,0
4.487,62,64,10,1,Big,No,No,Low,0
60.828,73,84,5,3,Small,Yes,No,High,1
47.902,36,71,9,0,Big,No,Yes,Low,0
19.382,95,30,8,7,Big,Yes,No,Low,0
88.251,56,30,6,10,Small,No,No,High,1
10.54,64,2,1,23,Big,Yes,No,Low,0
93.325,38,73,10,21,Big,Yes,Yes,High,1
9.374,93,64,1,23,Small,Yes,Yes,Low,0
43.761,53,5,10,8,Small,Yes,Yes,Low,0
63.267,74,36,6,14,Big,No,No,High,1
43.658,11,74,2,23,Big,No,Yes,Low,0
10.342,83,39,3,15,Big,Yes,No,Low,0
2.346,97,68,3,11,Big,Yes,No,Low,0
60.511,56,44,4,25,Big,No,Yes,High,1
46.771,18,95,4,20,Small,No,Yes,Low,0
43.41,68,30,4,15,Big,No,No,Low,0
94.824,72,59,1,12,Big,No,Yes,High,1
74.832,60,69,3,29,Big,Yes,Yes,High,1
81.8,16,78,6,10,Small,Yes,Yes,High,1
94.99,23,47,2,3,Small,Yes,No,High,1
1.344,64,56,6,1,Small,No,No,Low,0
50.956,33,25,9,13,Small,No,Yes,High,1
53.633,48,43,3,11,Big,No,No,High,1
94.07,47,91,4,31,Small,No,Yes,High,1
18.966,58,25,4,2,Big,No,Yes,Low,0
54.077,1,98,10,19,Small,No,No,High,1
34.666,75,14,2,19,Big,Yes,Yes,Low,0
82.827,95,46,8,30,Small,No,Yes,High,1
87.566,38,15,8,13,Big,No,No,High,1
89.925,25,50,7,29,Small,Yes,Yes,High,1
90.301,35,89,7,22,Small,Yes,No,High,1
66.814,39,57,10,3,Big,No,Yes,High,1
16.999,65,1,10,25,Small,No,No,Low,0
40.465,85,100,9,17,Small,No,No,Low,0
76.818,13,81,9,5,Small,No,Yes,High,1
16.071,9,66,5,18,Small,No,Yes,Low,0
68.365,96,79,7,31,Small,Yes,Yes,High,1
17.806,85,48,10,17,Big,Yes,Yes,Low,0
32.985,96,35,5,26,Small,No,No,Low,0
8.922,15,11,3,7,Big,No,Yes,Low,0
96.419,6,34,8,17,Big,No,Yes,High,1
